person_age,monthly_salary,person_income,loan_amnt,loan_tenure_months,loan_category,bank_roi,cibil_score,monthly_emi,emi_to_salary_ratio,savings_to_expense_ratio,night_transaction_ratio,cb_person_default_on_file,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_int_rate,loan_percent_income,cb_person_default_on_file_yn,cb_person_cred_hist_length,loan_status
52,18895.12,226741.44,138960.6,12,Education,11.08,740,12287.02,0.650275,0.066775,0.118524,0,RENT,4.29,EDUCATION,B,11.08,0.612859,N,33.68,0
32,50784.09,609409.08,411662.75,60,Personal,8.82,557,8508.68,0.167546,0.088281,0.08048,1,RENT,2.96,PERSONAL,F,8.82,0.675511,Y,16.93,1
37,47097.2,565166.4,480155.32,48,Home,11.0,821,12410.49,0.263508,0.153845,0.028496,0,RENT,2.25,HOMEIMPROVEMENT,A,11.0,0.849582,N,18.53,0
36,124085.09,1489021.08,526958.21,36,Education,10.85,718,17214.15,0.138729,0.303218,0.000573,0,MORTGAGE,8.07,EDUCATION,C,10.85,0.353896,N,18.43,0
52,127146.09,1525753.08,2931558.39,9,Home,11.94,794,342147.38,2.690978,0.229137,0.155221,0,OWN,3.89,HOMEIMPROVEMENT,B,11.94,1.0,N,35.85,0
37,64607.11,775285.32,365284.33,60,Education,11.91,670,8108.06,0.125498,0.338667,0.205779,0,RENT,6.16,EDUCATION,C,11.91,0.471161,N,18.99,0
58,106783.16,1281397.92,1186787.65,48,Auto,13.03,853,31855.88,0.298323,0.122103,0.096392,0,RENT,5.76,VENTURE,A,13.03,0.926166,N,40.2,0
28,47201.64,566419.68,909346.08,12,Education,8.95,857,79502.73,1.684321,0.163587,0.221711,0,RENT,2.54,EDUCATION,A,8.95,1.0,N,10.04,1
27,100872.6,1210471.2,1489891.04,36,Personal,13.93,677,50872.96,0.504329,0.289906,0.112925,0,MORTGAGE,3.16,PERSONAL,C,13.93,1.0,N,8.64,0
49,54731.93,656783.16,725803.61,12,Auto,10.23,665,63885.98,1.167253,0.198211,0.140724,1,OWN,8.24,VENTURE,D,10.23,1.0,Y,31.14,1
51,99568.86,1194826.32,419193.27,12,Auto,9.3,765,36716.97,0.36876,0.147683,0.047392,0,RENT,1.95,VENTURE,B,9.3,0.35084,N,34.6,0
48,105836.02,1270032.24,1126995.02,36,Home,9.69,607,36198.95,0.342029,0.23196,0.010917,0,RENT,0.65,HOMEIMPROVEMENT,E,9.69,0.887375,N,30.31,0
33,79211.0,950532.0,1831577.34,48,Home,10.33,791,46740.15,0.590071,0.306522,0.193956,0,MORTGAGE,0.32,HOMEIMPROVEMENT,B,10.33,1.0,N,17.65,1
21,33025.9,396310.8,190042.17,36,Business,13.05,710,6407.91,0.194027,0.323157,0.08589,0,MORTGAGE,3.0,VENTURE,C,13.05,0.479528,N,3.32,0
33,40041.58,480498.96,693222.14,24,Personal,10.2,671,32053.32,0.800501,0.322406,0.126231,0,MORTGAGE,5.48,PERSONAL,C,10.2,1.0,N,14.98,1
39,80931.08,971172.96,1391626.15,24,Personal,14.66,562,67253.48,0.830997,0.127254,0.136245,0,RENT,1.18,PERSONAL,E,14.66,1.0,N,20.78,1
37,88086.65,1057039.8,2264239.99,24,Home,11.75,706,106322.55,1.207022,0.101525,0.121401,0,RENT,3.42,HOMEIMPROVEMENT,C,11.75,1.0,N,19.11,0
57,56671.92,680063.04,1269372.07,24,Business,14.71,551,61373.15,1.082955,0.05,0.18106,1,OWN,6.78,VENTURE,F,14.71,1.0,Y,37.97,1
55,42728.67,512744.04,241214.17,48,Business,15.66,824,6793.78,0.158998,0.205972,0.014278,0,RENT,4.48,VENTURE,A,15.66,0.470438,N,37.47,0
52,57805.16,693661.92,517196.06,48,Business,11.75,613,13556.22,0.234516,0.126224,0.127652,0,OTHER,9.98,VENTURE,E,11.75,0.745603,N,31.07,1
21,43604.45,523253.4,733315.37,24,Education,13.41,693,35003.53,0.802751,0.05,0.245275,1,RENT,0.42,EDUCATION,C,13.41,1.0,Y,4.64,1
26,43750.27,525003.24,769860.37,48,Personal,11.6,705,20120.68,0.459898,0.078608,0.146197,0,RENT,4.83,PERSONAL,C,11.6,1.0,N,9.17,0
38,167045.26,2004543.12,3656141.58,48,Auto,11.85,631,96008.03,0.574743,0.269252,0.110813,1,OWN,9.93,VENTURE,D,11.85,1.0,Y,18.64,0
45,38743.09,464917.08,679913.69,36,Auto,12.8,843,22845.08,0.589655,0.136436,0.127801,0,MORTGAGE,1.85,VENTURE,A,12.8,1.0,N,25.89,1
48,69889.67,838676.04,629175.0,48,Home,10.25,756,16034.52,0.229426,0.154147,0.05207,0,OWN,5.67,HOMEIMPROVEMENT,B,10.25,0.7502,N,32.28,0
32,56486.37,677836.44,1313915.6,24,Education,12.33,661,62052.23,1.098535,0.123537,0.22382,0,RENT,6.97,EDUCATION,D,12.33,1.0,N,14.42,1
25,24687.98,296255.76,206245.51,12,Business,11.26,629,18253.25,0.739358,0.151363,0.155882,0,OWN,3.96,VENTURE,D,11.26,0.696174,N,6.47,1
34,24182.61,290191.32,460503.31,48,Business,12.82,628,12312.07,0.509129,0.222947,0.101264,0,RENT,4.59,VENTURE,D,12.82,1.0,N,15.31,1
52,49086.02,589032.24,293184.27,48,Personal,13.65,804,7959.66,0.162157,0.110405,0.025455,0,RENT,7.13,PERSONAL,A,13.65,0.497739,N,32.33,0
60,15968.66,191623.92,305630.21,9,Personal,13.08,817,35835.74,2.24413,0.095559,0.228603,0,RENT,2.11,PERSONAL,A,13.08,1.0,N,42.02,1
58,154545.44,1854545.28,1669159.41,36,Personal,10.06,648,53903.58,0.348788,0.195373,0.055526,0,RENT,2.73,PERSONAL,D,10.06,0.900037,N,42.56,0
44,41482.68,497792.16,791596.63,36,Personal,11.49,732,26101.74,0.62922,0.256022,0.126787,0,RENT,10.46,PERSONAL,C,11.49,1.0,N,25.74,1
24,39501.15,474013.8,978410.99,36,Auto,10.53,736,31812.29,0.805351,0.089396,0.158926,0,RENT,6.0,VENTURE,C,10.53,1.0,N,4.48,1
59,107348.76,1288185.12,2167269.99,24,Home,10.95,822,100961.14,0.940497,0.071891,0.215307,0,RENT,5.31,HOMEIMPROVEMENT,A,10.95,1.0,N,42.12,1
27,47361.66,568339.92,440539.39,60,Home,13.44,814,10123.14,0.213741,0.101062,0.046426,0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,13.44,0.775134,N,9.47,0
31,76162.61,913951.32,1657822.66,24,Auto,8.84,667,75612.28,0.992774,0.05,0.173716,0,RENT,12.67,VENTURE,D,8.84,1.0,N,11.82,1
59,36550.47,438605.64,488612.39,9,Personal,10.78,791,56758.32,1.552875,0.05,0.115107,0,RENT,5.03,PERSONAL,B,10.78,1.0,N,41.57,1
41,52958.3,635499.6,512992.99,12,Business,15.53,782,46430.76,0.876742,0.05,0.106272,1,MORTGAGE,2.18,VENTURE,B,15.53,0.807228,Y,24.38,1
28,92142.07,1105704.84,1235078.84,60,Personal,14.19,690,28859.89,0.313211,0.203125,0.066735,1,MORTGAGE,2.71,PERSONAL,C,14.19,1.0,Y,9.81,0
41,30727.46,368729.52,264246.0,48,Home,10.64,630,6783.36,0.220759,0.213674,0.026485,0,RENT,3.62,HOMEIMPROVEMENT,D,10.64,0.716639,N,20.26,0
24,70731.13,848773.56,915839.89,9,Education,11.67,564,106773.56,1.50957,0.05,0.31536,0,MORTGAGE,6.0,EDUCATION,E,11.67,1.0,N,6.72,0
33,15000.0,180000.0,108350.05,24,Education,12.04,874,5102.63,0.340175,0.211656,0.062107,0,RENT,1.96,EDUCATION,A,12.04,0.601945,N,16.34,0
59,110117.46,1321409.52,2180644.92,60,Personal,12.86,749,49458.78,0.449146,0.126306,0.008158,1,OWN,11.1,PERSONAL,B,12.86,1.0,Y,37.87,1
32,36906.77,442881.24,384646.33,24,Personal,12.68,803,18228.61,0.49391,0.243595,0.086579,0,RENT,1.25,PERSONAL,A,12.68,0.868509,N,12.78,1
56,48952.49,587429.88,933682.44,36,Auto,13.73,545,31789.51,0.649395,0.118293,0.104112,0,MORTGAGE,2.45,VENTURE,F,13.73,1.0,N,38.28,1
42,48592.66,583111.92,615046.09,9,Auto,8.5,682,70781.55,1.45663,0.05,0.131349,1,RENT,2.56,VENTURE,C,8.5,1.0,Y,23.48,1
47,28712.44,344549.28,356751.42,48,Business,14.94,731,9917.64,0.345412,0.341217,0.188709,0,MORTGAGE,2.62,VENTURE,C,14.94,1.0,N,28.32,0
49,27419.83,329037.96,536753.81,24,Personal,10.22,692,24822.26,0.905267,0.264937,0.148081,0,RENT,5.08,PERSONAL,C,10.22,1.0,N,30.93,1
43,70460.44,845525.28,1131940.01,60,Education,13.54,655,26069.81,0.369992,0.204587,0.019863,0,MORTGAGE,4.29,EDUCATION,D,13.54,1.0,N,26.52,0
22,72475.31,869703.72,995561.9,9,Personal,12.26,725,116346.79,1.60533,0.056378,0.162297,0,RENT,3.68,PERSONAL,C,12.26,1.0,N,4.3,1
57,30297.97,363575.64,705684.66,9,Home,9.86,599,81666.83,2.695456,0.232053,0.258039,0,RENT,1.21,HOMEIMPROVEMENT,E,9.86,1.0,N,39.54,0
40,71299.05,855588.6,1505196.89,36,Auto,9.1,698,47933.44,0.672287,0.269923,0.159913,0,MORTGAGE,1.7,VENTURE,C,9.1,1.0,N,24.35,1
47,72022.69,864272.28,1240877.15,12,Education,12.52,658,110551.2,1.53495,0.077119,0.188912,0,MORTGAGE,3.88,EDUCATION,D,12.52,1.0,N,27.95,1
43,41071.45,492857.4,397016.78,36,Home,11.06,896,13008.57,0.31673,0.212259,0.023168,0,MORTGAGE,6.49,HOMEIMPROVEMENT,A,11.06,0.805541,N,25.28,0
47,23715.94,284591.28,245478.34,12,Personal,12.36,635,21852.24,0.921416,0.138281,0.234715,0,MORTGAGE,5.55,PERSONAL,D,12.36,0.862564,N,30.76,0
35,50386.27,604635.24,591020.89,9,Auto,9.71,771,68354.44,1.356608,0.055406,0.23203,0,RENT,8.16,VENTURE,B,9.71,0.977483,N,15.61,1
54,64154.48,769853.76,1414912.91,36,Home,12.14,654,47087.67,0.733973,0.196543,0.137922,0,MORTGAGE,4.01,HOMEIMPROVEMENT,D,12.14,1.0,N,35.9,1
29,49745.78,596949.36,250998.87,9,Business,12.3,685,29337.53,0.589749,0.164609,0.218583,0,MORTGAGE,5.01,VENTURE,C,12.3,0.420469,N,9.91,1
47,36116.44,433397.28,887427.46,24,Home,9.55,600,40764.56,1.128698,0.05,0.146174,0,OWN,13.82,HOMEIMPROVEMENT,E,9.55,1.0,N,28.11,1
44,68198.76,818385.12,1076908.09,36,Auto,13.5,747,36545.52,0.535868,0.194662,0.22434,0,OTHER,11.78,VENTURE,B,13.5,1.0,N,26.24,1
41,110105.55,1321266.6,1986204.49,24,Education,11.94,608,93437.46,0.848617,0.102349,0.108783,0,MORTGAGE,11.19,EDUCATION,E,11.94,1.0,N,23.04,1
21,32461.88,389542.56,623682.77,24,Personal,16.86,502,30795.6,0.94867,0.168699,0.235395,1,RENT,2.98,PERSONAL,F,16.86,1.0,Y,6.12,1
36,43096.43,517157.16,976764.19,48,Personal,12.72,783,26066.33,0.604837,0.071119,0.15657,0,MORTGAGE,5.08,PERSONAL,B,12.72,1.0,N,17.23,1
22,267235.5,3206826.0,3996021.65,36,Auto,15.19,628,138904.77,0.519784,0.217259,0.187915,0,RENT,4.0,VENTURE,D,15.19,1.0,N,3.07,0
41,61360.44,736325.28,1245388.23,36,Auto,12.29,825,41540.03,0.676984,0.168981,0.113163,0,RENT,4.84,VENTURE,A,12.29,1.0,N,23.87,1
48,24098.76,289185.12,418606.86,12,Business,14.11,647,37606.58,1.560519,0.104595,0.12793,0,RENT,4.23,VENTURE,D,14.11,1.0,N,30.8,0
41,38694.41,464332.92,342940.31,36,Personal,12.72,643,11508.01,0.297408,0.131893,0.008345,0,MORTGAGE,6.16,PERSONAL,D,12.72,0.738566,N,27.43,1
51,32723.46,392681.52,278742.21,60,Home,11.4,604,6116.49,0.186914,0.193218,0.213852,0,RENT,2.77,HOMEIMPROVEMENT,E,11.4,0.709843,N,33.17,0
35,64746.57,776958.84,965972.23,60,Personal,14.36,726,22656.88,0.349932,0.209742,0.023388,0,MORTGAGE,7.83,PERSONAL,C,14.36,1.0,N,16.69,0
33,61984.29,743811.48,308657.75,24,Auto,11.39,605,14441.63,0.232989,0.353022,0.044278,0,RENT,3.47,VENTURE,E,11.39,0.414968,N,14.99,1
38,35175.59,422107.08,420938.6,12,Personal,11.41,735,37284.25,1.059947,0.05,0.115263,0,RENT,5.26,PERSONAL,C,11.41,0.997232,N,20.4,1
30,156966.33,1883595.96,1821688.76,48,Home,9.38,726,45660.94,0.290896,0.143908,0.149039,0,RENT,7.97,HOMEIMPROVEMENT,C,9.38,0.967134,N,9.62,0
53,54234.91,650818.92,1222428.86,36,Home,10.9,630,39961.94,0.736831,0.104492,0.132537,0,RENT,5.76,HOMEIMPROVEMENT,D,10.9,1.0,N,33.81,0
53,39205.09,470461.08,494224.76,12,Home,9.83,692,43411.35,1.107289,0.05,0.178584,0,RENT,9.04,HOMEIMPROVEMENT,C,9.83,1.0,N,36.45,0
37,24768.47,297221.64,244835.39,60,Personal,12.83,632,5549.87,0.22407,0.349098,0.132073,0,OTHER,0.73,PERSONAL,D,12.83,0.823747,N,17.8,0
52,30125.91,361510.92,343233.61,48,Auto,12.58,704,9136.45,0.303276,0.130896,0.009804,0,MORTGAGE,4.62,VENTURE,C,12.58,0.949442,N,31.69,0
22,24401.15,292813.8,436014.91,36,Home,11.13,781,14301.69,0.586107,0.300031,0.198163,0,OWN,1.54,HOMEIMPROVEMENT,B,11.13,1.0,N,6.58,1
27,45966.09,551593.08,472115.79,48,Personal,14.35,748,12984.5,0.28248,0.145691,0.107012,0,RENT,3.27,PERSONAL,B,14.35,0.855913,N,7.41,0
32,30303.6,363643.2,703034.42,24,Auto,11.64,591,32977.7,1.088244,0.072874,0.143103,0,RENT,6.55,VENTURE,E,11.64,1.0,N,14.54,0
36,82486.54,989838.48,959347.72,36,Business,11.21,571,31501.54,0.381899,0.125362,0.016668,0,RENT,2.16,VENTURE,E,11.21,0.969196,N,18.63,0
30,36291.57,435498.84,739855.98,36,Business,12.01,695,24578.96,0.677264,0.053994,0.198025,1,RENT,10.14,VENTURE,C,12.01,1.0,Y,12.88,1
41,85316.28,1023795.36,1485818.04,48,Business,13.69,798,40371.04,0.473193,0.126871,0.121411,0,RENT,2.88,VENTURE,B,13.69,1.0,N,23.69,1
52,69208.6,830503.2,1518652.03,60,Education,13.11,688,34638.64,0.500496,0.18603,0.092932,0,RENT,0.61,EDUCATION,C,13.11,1.0,N,32.12,1
39,75910.06,910920.72,1017631.21,48,Education,11.22,745,26407.96,0.347885,0.204048,0.081157,0,MORTGAGE,15.22,EDUCATION,B,11.22,1.0,N,20.07,0
38,88260.63,1059127.56,877128.42,24,Auto,10.11,578,40520.14,0.459096,0.184268,0.036429,0,OWN,0.92,VENTURE,E,10.11,0.828161,N,18.95,0
23,170415.37,2044984.44,4019345.63,9,Home,11.25,607,467795.56,2.745032,0.147007,0.160051,0,OTHER,5.0,HOMEIMPROVEMENT,E,11.25,1.0,N,3.29,1
32,30964.65,371575.8,266716.16,60,Personal,15.25,671,6379.68,0.206031,0.196906,0.104393,0,MORTGAGE,6.47,PERSONAL,C,15.25,0.717797,N,14.63,0
53,85613.61,1027363.32,522123.2,36,Education,11.43,636,17200.36,0.200907,0.290993,0.123478,0,RENT,11.5,EDUCATION,D,11.43,0.508217,N,36.08,0
53,65438.85,785266.2,1037045.5,12,Auto,9.63,586,90996.18,1.390553,0.075611,0.221488,0,OWN,4.52,VENTURE,E,9.63,1.0,N,34.91,0
25,97535.17,1170422.04,1328665.46,48,Education,8.5,809,32749.35,0.33577,0.216459,0.125085,0,OWN,7.0,EDUCATION,A,8.5,1.0,N,7.32,0
21,55076.51,660918.12,538015.37,48,Business,15.81,737,15195.4,0.275896,0.211572,0.13244,0,MORTGAGE,3.0,VENTURE,C,15.81,0.814042,N,1.74,0
54,104360.53,1252326.36,1517080.93,36,Home,10.55,719,49345.21,0.472834,0.108996,0.072701,0,OWN,15.76,HOMEIMPROVEMENT,C,10.55,1.0,N,37.39,1
27,23742.88,284914.56,344226.17,48,Business,10.85,746,8871.24,0.373638,0.166247,0.087293,0,MORTGAGE,4.28,VENTURE,B,10.85,1.0,N,9.94,0
43,28209.52,338514.24,364676.85,48,Personal,11.94,645,9593.37,0.340075,0.347172,0.026881,0,OWN,3.57,PERSONAL,D,11.94,1.0,N,25.17,0
54,36624.54,439494.48,199271.47,24,Personal,16.18,553,9773.94,0.266868,0.165851,0.06991,0,MORTGAGE,9.5,PERSONAL,F,16.18,0.453411,N,37.62,0
52,49273.92,591287.04,1006902.99,12,Home,13.1,630,89979.02,1.826098,0.05,0.140212,0,RENT,2.11,HOMEIMPROVEMENT,D,13.1,1.0,N,33.88,1
43,52987.62,635851.44,759427.05,24,Business,12.48,718,35919.08,0.677877,0.259644,0.215793,0,RENT,6.25,VENTURE,C,12.48,1.0,N,22.41,0
36,33056.84,396682.08,420175.78,60,Business,10.98,624,9132.11,0.276255,0.091012,0.05244,0,OWN,5.33,VENTURE,D,10.98,1.0,N,18.25,0
51,28437.86,341254.32,544158.72,36,Home,12.99,691,18332.11,0.644637,0.177814,0.201233,0,MORTGAGE,1.75,HOMEIMPROVEMENT,C,12.99,1.0,N,32.16,0
48,34780.98,417371.76,359870.69,36,Auto,13.04,658,12132.39,0.348823,0.205849,0.05958,0,MORTGAGE,9.56,VENTURE,D,13.04,0.862231,N,30.97,0
54,18479.48,221753.76,483939.6,24,Home,10.52,659,22448.31,1.21477,0.057073,0.227853,1,RENT,8.09,HOMEIMPROVEMENT,D,10.52,1.0,Y,34.28,1
41,43352.47,520229.64,325698.31,24,Business,8.5,864,14804.84,0.341499,0.199787,0.066622,0,MORTGAGE,10.98,VENTURE,A,8.5,0.626066,N,23.87,0
58,49759.47,597113.64,1308908.12,24,Education,11.21,598,61131.32,1.228536,0.058081,0.132445,0,MORTGAGE,7.55,EDUCATION,E,11.21,1.0,N,37.14,1
51,67145.81,805749.72,1085612.71,48,Personal,13.88,628,29601.8,0.440858,0.085792,0.013351,0,MORTGAGE,9.43,PERSONAL,D,13.88,1.0,N,32.15,0
23,56961.05,683532.6,306114.16,9,Personal,12.13,637,35755.37,0.627716,0.05,0.220319,0,MORTGAGE,5.0,PERSONAL,D,12.13,0.447841,N,5.08,0
32,151151.65,1813819.8,1604890.05,60,Personal,11.26,809,35098.93,0.23221,0.26528,0.073916,0,MORTGAGE,4.37,PERSONAL,A,11.26,0.884812,N,12.36,0
52,83903.62,1006843.44,1780257.37,48,Business,10.65,609,45713.35,0.544832,0.13337,0.10348,0,MORTGAGE,2.06,VENTURE,E,10.65,1.0,N,35.54,0
25,80208.76,962505.12,942541.97,12,Auto,11.6,595,83565.26,1.041847,0.05,0.239201,0,OWN,6.8,VENTURE,E,11.6,0.979259,N,4.42,1
49,64139.85,769678.2,1422382.83,36,Personal,10.09,870,45958.4,0.716534,0.190508,0.13429,0,RENT,9.5,PERSONAL,A,10.09,1.0,N,31.2,0
34,71071.03,852852.36,975566.29,60,Auto,12.15,684,21773.67,0.306365,0.127776,0.034315,0,RENT,1.9,VENTURE,C,12.15,1.0,N,16.02,1
29,45141.45,541697.4,975928.05,60,Home,8.5,816,20022.66,0.443554,0.205673,0.148045,0,MORTGAGE,2.91,HOMEIMPROVEMENT,A,8.5,1.0,N,12.76,0
42,54708.42,656501.04,318627.94,48,Auto,10.26,747,8121.14,0.148444,0.106282,0.007001,0,RENT,6.16,VENTURE,B,10.26,0.485343,N,21.43,1
58,163233.06,1958796.72,3180706.82,60,Auto,9.66,534,67050.18,0.410764,0.148565,0.09062,1,RENT,5.71,VENTURE,F,9.66,1.0,Y,39.86,1
56,49412.92,592955.04,287902.06,36,Auto,9.36,671,9204.07,0.186268,0.293482,0.035948,0,RENT,3.73,VENTURE,C,9.36,0.485538,N,36.82,0
37,23176.2,278114.4,99848.46,36,Personal,10.27,720,3234.69,0.13957,0.26848,0.052693,0,RENT,3.91,PERSONAL,C,10.27,0.359019,N,16.34,0
21,78282.92,939395.04,1800582.03,36,Business,15.07,763,62480.41,0.798136,0.103144,0.180673,0,OWN,0.8,VENTURE,B,15.07,1.0,N,1.37,0
56,87127.27,1045527.24,416372.12,48,Education,10.67,792,10695.17,0.122753,0.220113,0.118264,0,MORTGAGE,6.34,EDUCATION,B,10.67,0.398241,N,38.07,0
56,56540.59,678487.08,332801.65,24,Personal,10.2,696,15387.87,0.272156,0.179351,0.052378,0,RENT,1.39,PERSONAL,C,10.2,0.490506,N,37.95,0
45,16697.14,200365.68,120548.4,12,Auto,12.53,633,10740.6,0.64326,0.15451,0.118761,0,MORTGAGE,3.29,VENTURE,D,12.53,0.601642,N,26.09,1
46,111520.51,1338246.12,1476671.1,36,Home,8.95,697,46921.96,0.420747,0.327148,0.01726,0,OWN,6.46,HOMEIMPROVEMENT,C,8.95,1.0,N,29.17,0
42,59156.64,709879.68,1382939.91,24,Home,12.81,560,65622.54,1.109301,0.137013,0.121412,0,OWN,5.43,HOMEIMPROVEMENT,E,12.81,1.0,N,22.37,0
21,42780.81,513369.72,343570.39,48,Personal,11.59,612,8978.79,0.209879,0.114496,0.238805,0,RENT,1.62,PERSONAL,E,11.59,0.669246,N,3.29,0
27,105117.65,1261411.8,2136066.37,36,Home,9.57,711,68491.15,0.651567,0.185593,0.265886,1,RENT,3.0,HOMEIMPROVEMENT,C,9.57,1.0,Y,8.94,1
26,15294.02,183528.24,304284.98,12,Auto,8.8,614,26581.91,1.738059,0.186927,0.294538,0,RENT,5.46,VENTURE,E,8.8,1.0,N,8.57,1
57,55111.67,661340.04,322442.83,36,Personal,15.01,671,11178.39,0.202832,0.155492,0.065208,0,MORTGAGE,7.7,PERSONAL,C,15.01,0.48756,N,39.99,0
22,37254.35,447052.2,561672.9,12,Home,8.63,900,49022.54,1.315888,0.070578,0.306745,0,OWN,2.79,HOMEIMPROVEMENT,A,8.63,1.0,N,3.43,1
43,126157.67,1513892.04,2949924.34,24,Auto,10.37,580,136626.49,1.082982,0.05,0.164928,0,RENT,2.33,VENTURE,E,10.37,1.0,N,25.48,1
35,59619.01,715428.12,1117140.57,24,Personal,10.58,743,51850.23,0.869693,0.05,0.109274,0,RENT,2.68,PERSONAL,B,10.58,1.0,N,15.29,1
21,30675.12,368101.44,549793.47,36,Business,10.67,621,17914.75,0.584016,0.168597,0.190444,0,MORTGAGE,2.73,VENTURE,D,10.67,1.0,N,3.4,1
57,102021.7,1224260.4,880220.65,60,Auto,12.11,738,19628.87,0.192399,0.134259,0.110486,0,MORTGAGE,3.42,VENTURE,C,12.11,0.718982,N,42.18,1
21,15000.0,180000.0,294568.4,36,Auto,14.9,798,10196.58,0.679772,0.145505,0.320452,1,RENT,3.0,VENTURE,B,14.9,1.0,Y,1.94,1
55,69894.42,838733.04,1022026.85,24,Home,11.57,733,47906.54,0.685413,0.358008,0.215414,0,RENT,4.62,HOMEIMPROVEMENT,C,11.57,1.0,N,39.38,0
52,24149.65,289795.8,144440.84,36,Personal,9.31,747,4614.23,0.191068,0.205938,0.10274,0,RENT,7.46,PERSONAL,B,9.31,0.498423,N,32.65,0
52,39047.63,468571.56,195958.61,36,Business,14.37,656,6732.97,0.17243,0.282945,0.058361,0,MORTGAGE,0.91,VENTURE,D,14.37,0.418204,N,32.83,0
27,44604.66,535255.92,543901.72,60,Personal,12.34,706,12191.13,0.273315,0.203138,0.102771,0,MORTGAGE,9.0,PERSONAL,C,12.34,1.0,N,8.99,0
56,88971.15,1067653.8,1700558.59,12,Education,9.28,647,148935.76,1.673978,0.060209,0.15771,0,MORTGAGE,7.02,EDUCATION,D,9.28,1.0,N,37.09,1
44,193309.31,2319711.72,2087850.0,24,Personal,13.08,638,99336.09,0.513871,0.22811,0.121603,0,OWN,1.95,PERSONAL,D,13.08,0.900047,N,24.99,0
37,17716.79,212601.48,148209.03,36,Auto,9.97,686,4780.51,0.269829,0.064538,0.0367,0,MORTGAGE,4.51,VENTURE,C,9.97,0.697121,N,18.8,1
48,67358.38,808300.56,1412313.19,48,Home,13.2,679,38029.76,0.564588,0.223835,0.121266,1,OTHER,1.64,HOMEIMPROVEMENT,C,13.2,1.0,Y,28.72,1
34,193198.55,2318382.6,2227534.6,36,Home,11.32,735,73260.55,0.379198,0.294528,0.126777,0,MORTGAGE,5.94,HOMEIMPROVEMENT,C,11.32,0.960814,N,16.4,0
32,36542.9,438514.8,298217.92,36,Business,10.7,685,9720.97,0.266015,0.059725,0.024038,0,OWN,3.68,VENTURE,C,10.7,0.680064,N,14.52,0
32,35207.01,422484.12,632689.2,24,Business,12.87,669,30040.57,0.853255,0.333566,0.120291,0,MORTGAGE,4.23,VENTURE,D,12.87,1.0,N,16.8,0
43,59371.39,712456.68,1004800.77,60,Personal,8.5,631,20615.03,0.347222,0.107453,0.025162,0,RENT,3.26,PERSONAL,D,8.5,1.0,N,24.57,1
45,84736.44,1016837.28,827457.67,48,Business,11.69,849,21665.15,0.255677,0.253022,0.032176,0,RENT,2.98,VENTURE,A,11.69,0.813756,N,27.4,0
30,76462.74,917552.88,1345410.53,36,Personal,14.59,691,46369.21,0.606429,0.095127,0.15766,0,RENT,3.91,PERSONAL,C,14.59,1.0,N,13.56,1
30,41555.23,498662.76,452721.75,9,Auto,13.96,582,53272.63,1.281972,0.192829,0.215082,1,MORTGAGE,4.47,VENTURE,E,13.96,0.907872,Y,10.19,1
58,31839.97,382079.64,196499.88,60,Education,9.95,693,4170.02,0.130968,0.063118,0.034344,0,RENT,2.75,EDUCATION,C,9.95,0.51429,N,36.81,0
41,113513.6,1362163.2,774719.58,9,Personal,12.63,690,90672.24,0.798779,0.287908,0.192095,1,RENT,0.39,PERSONAL,C,12.63,0.568742,Y,21.22,1
55,32378.75,388545.0,179694.87,48,Auto,11.64,749,4700.02,0.145158,0.366024,0.156364,0,RENT,1.97,VENTURE,B,11.64,0.462482,N,38.92,1
34,16322.32,195867.84,192042.91,36,Auto,13.14,817,6483.42,0.397212,0.070891,0.037848,0,OWN,4.5,VENTURE,A,13.14,0.980472,N,16.84,1
32,21546.37,258556.44,219809.76,9,Home,8.63,599,25310.22,1.174686,0.16706,0.201515,0,RENT,2.61,HOMEIMPROVEMENT,E,8.63,0.850142,N,13.47,1
32,36472.58,437670.96,823317.75,12,Education,13.06,691,73558.92,2.016828,0.074591,0.275756,0,OWN,3.28,EDUCATION,C,13.06,1.0,N,13.99,1
42,126184.87,1514218.44,1938989.94,60,Auto,11.86,709,42998.64,0.340759,0.154364,0.100972,0,MORTGAGE,1.91,VENTURE,C,11.86,1.0,N,24.26,0
52,25260.14,303121.68,462978.17,36,Education,11.4,505,15244.62,0.603505,0.315974,0.115537,1,RENT,6.61,EDUCATION,F,11.4,1.0,Y,35.6,1
41,128431.49,1541177.88,2118902.09,24,Personal,13.08,785,100816.48,0.784983,0.163647,0.233484,0,RENT,1.88,PERSONAL,B,13.08,1.0,N,23.32,0
32,112881.21,1354574.52,2055702.52,24,Personal,12.54,851,97289.22,0.861873,0.057022,0.163798,0,RENT,5.37,PERSONAL,A,12.54,1.0,N,13.56,1
59,58990.91,707890.92,396287.69,12,Auto,13.33,587,35457.16,0.601061,0.187648,0.231022,0,MORTGAGE,8.61,VENTURE,E,13.33,0.559815,N,39.9,1
43,15000.0,180000.0,221785.63,9,Education,9.33,783,25610.34,1.707356,0.137357,0.231142,0,MORTGAGE,2.67,EDUCATION,B,9.33,1.0,N,25.65,1
36,25325.43,303905.16,334994.24,24,Education,9.05,653,15311.51,0.60459,0.071381,0.126541,0,MORTGAGE,10.38,EDUCATION,D,9.05,1.0,N,18.93,1
